2457814.89032 13.956 0.002 3.96 447.0
2457817.90303 13.961 0.002 3.95 862.0
2457818.88914 13.955 0.001 4.52 469.0
2457819.87563 13.956 0.002 4.25 426.0
2457820.87834 13.959 0.002 4.33 481.0
2457821.87599 13.963 0.002 5.05 527.0
2457822.87176 13.959 0.002 5.01 513.0
2457823.85705 13.959 0.002 4.29 654.0
2457824.85312 13.959 0.002 5.67 704.0
2457825.84483 13.958 0.002 5.33 653.0
2457826.80314 13.956 0.002 5.60 781.0
2457826.89305 13.957 0.002 5.21 632.0
2457827.87983 13.953 0.002 4.46 551.0
2457828.84920 13.956 0.002 4.55 584.0
2457829.83130 13.951 0.002 5.75 704.0
2457830.84261 13.959 0.002 4.84 620.0
2457837.86360 13.956 0.002 6.22 410.0
2457840.91368 13.960 0.002 4.39 480.0
2457841.85128 13.956 0.002 7.21 407.0
2457842.76812 13.956 0.002 6.93 422.0
2457842.87652 13.957 0.002 5.12 414.0
2457843.91619 13.954 0.002 4.94 403.0
2457844.83658 13.955 0.002 7.04 402.0
2457845.74405 13.955 0.002 6.89 453.0
2457846.79149 13.954 0.002 5.81 380.0
2457846.89722 13.955 0.002 5.21 402.0
2457847.80214 13.952 0.002 4.99 403.0
2457848.81564 13.954 0.002 4.49 356.0
2457849.82892 13.955 0.002 3.99 392.0
2457850.73369 13.953 0.002 6.73 592.0
2457851.75128 13.953 0.002 5.61 607.0
2457851.85994 13.958 0.002 4.97 399.0
2457852.85713 13.955 0.002 7.38 474.0
2457853.91594 13.954 0.002 7.05 498.0
2457855.81258 13.958 0.002 4.25 661.0
2457856.82329 13.953 0.002 6.38 626.0
2457858.92403 13.955 0.002 4.97 622.0
2457863.86283 13.958 0.002 4.70 447.0
2457864.83321 13.959 0.002 3.89 395.0
2457865.69144 13.958 0.002 5.16 436.0
2457865.80926 13.965 0.002 3.78 413.0
2457866.80483 13.959 0.002 3.74 398.0
2457866.92899 13.958 0.002 3.55 799.0
2457867.80843 13.960 0.002 3.54 366.0
2457867.93074 13.956 0.002 4.67 816.0
2457871.77156 13.953 0.002 4.04 428.0
2457872.77172 13.961 0.002 3.25 411.0
2457873.75102 13.961 0.002 3.62 409.0
2457874.71102 13.957 0.002 6.26 479.0
2457874.84166 13.959 0.002 6.36 466.0
2457875.76427 13.958 0.002 4.50 453.0
2457876.72313 13.956 0.002 5.52 520.0
2457877.68518 13.959 0.002 5.36 512.0
2457877.81532 13.969 0.002 3.49 437.0
2457878.71486 13.957 0.002 3.81 520.0
2457879.68249 13.958 0.002 6.06 556.0
2457879.79021 13.957 0.002 7.80 528.0
2457880.71141 13.957 0.002 6.97 556.0
2457880.83319 13.951 0.002 5.96 550.0
2457881.78785 13.955 0.002 5.77 744.0
2457893.66076 13.960 0.002 6.56 512.0
2457893.77831 13.953 0.002 5.44 486.0
2457894.64455 13.956 0.002 6.50 535.0
2457895.64319 13.952 0.001 5.41 631.0
2457897.68540 13.953 0.002 5.28 451.0
2457901.62018 13.953 0.002 7.69 505.0
2457901.78060 13.954 0.002 5.28 516.0
2457902.61165 13.953 0.002 7.29 498.0
2457902.73073 13.957 0.002 4.68 418.0
2457905.60641 13.955 0.002 6.01 477.0
2457907.66962 13.956 0.002 4.85 760.0
2457908.61915 13.971 0.002 6.10 660.0
2457917.62669 13.958 0.002 6.21 635.0
2457918.59932 13.952 0.002 6.62 826.0
2457918.60232 13.954 0.002 6.29 718.0
2457924.52562 13.956 0.002 6.66 557.0
2457924.63287 13.958 0.002 4.63 450.0
2457926.56251 13.955 0.002 6.75 505.0
2457926.71011 13.958 0.002 5.84 439.0
2457933.58376 13.961 0.002 6.93 431.0
2457934.62596 13.957 0.002 5.08 407.0
2457944.56163 13.958 0.002 5.84 818.0
2457946.49752 13.965 0.002 5.82 437.0
2457956.58604 13.955 0.002 4.64 387.0
2457957.64502 13.956 0.002 5.81 410.0
2457959.51688 13.953 0.002 5.29 440.0
2457961.58775 13.961 0.001 4.46 465.0
2457962.51105 13.955 0.002 4.95 424.0
2457964.57680 13.955 0.002 4.03 480.0
2457971.50324 13.960 0.002 5.28 1188.0
2457974.51584 13.963 0.002 5.00 568.0
2458161.87076 13.964 0.002 6.13 662.0
2458163.89151 13.956 0.002 5.10 1479.0
2458165.87682 13.954 0.002 5.29 524.0
2458167.89341 13.954 0.002 5.58 721.0
2458168.86517 13.967 0.002 5.69 494.0
2458169.88821 13.957 0.002 6.48 564.0
2458170.87118 13.957 0.002 4.95 497.0
2458171.88015 13.954 0.002 5.10 521.0
2458172.89047 13.959 0.002 4.44 593.0
2458174.86281 13.957 0.002 4.85 630.0
2458175.86140 13.960 0.002 4.97 495.0
2458176.85445 13.954 0.002 4.69 545.0
2458181.84750 13.960 0.002 4.48 759.0
2458181.89871 13.959 0.002 4.60 772.0
2458184.83186 13.954 0.002 4.53 706.0
2458184.87157 13.955 0.002 4.92 656.0
2458185.83953 13.957 0.002 6.36 802.0
2458185.87969 13.957 0.002 5.68 719.0
2458189.82152 13.952 0.002 4.77 495.0
2458190.91334 13.957 0.002 4.17 1575.0
2458192.89045 13.959 0.002 4.88 431.0
2458193.86793 13.955 0.002 5.90 407.0
2458194.82975 13.959 0.002 5.93 410.0
2458195.80303 13.956 0.002 5.97 467.0
2458196.88924 13.958 0.002 4.55 393.0
2458197.83301 13.957 0.002 4.70 432.0
2458198.78947 13.956 0.002 4.73 459.0
2458198.90551 13.956 0.002 4.55 531.0
2458199.84196 13.959 0.002 5.95 433.0
2458200.83165 13.955 0.002 5.06 485.0
2458201.75856 13.952 0.002 8.12 548.0
2458201.88181 13.962 0.002 4.86 388.0
2458202.80938 13.956 0.002 4.42 478.0
2458203.85870 13.957 0.002 4.39 423.0
2458204.79047 13.963 0.002 5.66 486.0
2458204.90677 13.961 0.002 4.82 401.0
2458206.77137 13.952 0.002 4.89 626.0
2458206.88705 13.956 0.002 3.74 384.0
2458207.79763 13.958 0.002 4.77 614.0
2458207.91448 13.956 0.002 3.67 462.0
2458208.82448 13.957 0.002 3.82 695.0
2458209.74673 13.953 0.002 6.22 838.0
2458209.85270 13.957 0.002 4.26 623.0
2458210.75662 13.959 0.002 5.70 759.0
2458210.86560 13.961 0.002 4.87 605.0
2458211.77229 13.952 0.002 5.79 713.0
2458211.87963 13.958 0.002 3.80 602.0
2458212.77353 13.955 0.002 4.84 765.0
2458212.87159 13.958 0.002 3.92 658.0
2458217.82536 13.954 0.002 4.89 441.0
2458220.74589 13.952 0.002 6.50 414.0
2458220.85334 13.957 0.002 4.33 366.0
2458221.76964 13.956 0.002 5.37 392.0
2458221.87694 13.958 0.002 3.61 402.0
2458222.76494 13.954 0.002 4.51 390.0
2458222.90636 13.953 0.002 4.25 448.0
2458223.88352 13.950 0.002 4.39 428.0
2458224.75855 13.959 0.002 4.92 476.0
2458224.89695 13.956 0.002 3.99 414.0
2458226.83898 13.959 0.002 5.78 407.0
2458227.85437 13.957 0.002 3.77 383.0
2458228.76734 13.958 0.002 5.17 407.0
2458229.79350 13.959 0.002 4.08 362.0
2458229.90936 13.956 0.002 3.99 398.0
2458230.77873 13.956 0.002 5.64 419.0
2458230.91460 13.951 0.002 4.26 381.0
2458235.72401 13.956 0.002 6.08 635.0
2458236.73293 13.951 0.002 3.90 794.0
2458238.72883 13.955 0.002 5.37 814.0
2458238.84877 13.957 0.002 4.50 766.0
2458244.70314 13.957 0.002 5.05 546.0
2458244.82375 13.961 0.002 4.38 561.0
2458245.75681 13.956 0.002 6.45 617.0
2458246.72477 13.958 0.002 5.29 491.0
2458246.84365 13.952 0.002 4.36 552.0
2458247.64760 13.952 0.002 6.07 626.0
2458247.75663 13.956 0.002 4.57 452.0
2458248.76386 13.963 0.002 5.50 512.0
2458249.72466 13.960 0.002 5.64 434.0
2458249.84636 13.956 0.002 4.46 464.0
2458250.66373 13.950 0.002 5.51 404.0
2458250.78827 13.957 0.002 3.71 396.0
2458251.70282 13.962 0.002 6.34 432.0
2458251.83223 13.958 0.001 5.73 417.0
2458253.65034 13.960 0.002 6.18 458.0
2458253.76031 13.959 0.002 4.33 442.0
2458254.64611 13.957 0.002 5.22 465.0
2458254.78726 13.957 0.002 3.50 420.0
2458254.92751 13.958 0.002 3.64 528.0
2458255.72062 13.955 0.002 5.36 408.0
2458255.87500 13.955 0.002 4.71 521.0
2458256.65364 13.957 0.002 5.67 457.0
2458256.77409 13.964 0.002 5.10 467.0
2458256.90345 13.961 0.002 4.63 522.0
2458257.71297 13.962 0.002 5.86 425.0
2458257.82727 13.956 0.002 4.45 437.0
2458258.81753 13.953 0.002 3.82 413.0
2458259.61981 13.961 0.002 6.18 578.0
2458259.78248 13.960 0.002 3.66 472.0
2458261.69090 13.962 0.002 4.49 463.0
2458262.67729 13.961 0.002 4.39 420.0
2458262.79563 13.959 0.002 4.67 360.0
2458263.72009 13.959 0.002 3.79 446.0
2458263.85277 13.958 0.002 3.52 347.0
2458264.73257 13.962 0.002 3.70 548.0
2458264.85232 13.959 0.002 3.96 590.0
2458265.62872 13.959 0.002 5.24 734.0
2458265.74645 13.955 0.002 4.27 568.0
2458265.90369 13.956 0.002 5.31 528.0
2458266.75265 13.962 0.002 5.44 703.0
2458272.73742 13.961 0.002 5.43 537.0
2458273.72183 13.958 0.002 4.21 428.0
2458274.68513 13.958 0.002 6.76 464.0
2458274.81351 13.957 0.002 5.78 532.0
2458275.69015 13.960 0.002 4.35 404.0
2458276.57301 13.956 0.002 6.15 587.0
2458276.68641 13.957 0.002 4.20 377.0
2458278.56593 13.951 0.002 5.89 497.0
2458282.70820 13.959 0.002 3.96 345.0
2458283.54929 13.951 0.002 6.96 484.0
2458284.62837 13.953 0.002 5.02 401.0
2458286.59515 13.965 0.002 5.84 365.0
2458287.58285 13.956 0.002 5.26 392.0
2458289.69462 13.954 0.002 3.84 371.0
2458290.55285 13.955 0.002 5.56 557.0
2458290.69115 13.959 0.002 4.49 438.0
2458293.61269 13.960 0.002 5.85 558.0
2458301.61107 13.956 0.002 7.20 616.0
2458304.62873 13.960 0.002 7.02 486.0
2458305.66209 13.958 0.002 5.84 411.0
2458307.60737 13.954 0.002 4.53 405.0
2458308.56419 13.955 0.002 5.06 363.0
2458309.53937 13.957 0.002 5.23 413.0
2458310.50383 13.955 0.002 5.81 419.0
2458310.59071 13.958 0.002 5.36 385.0
2458311.51743 13.967 0.002 6.51 448.0
2458311.63984 13.955 0.002 5.34 362.0
2458312.48706 13.948 0.002 6.02 536.0
2458312.60064 13.953 0.002 5.45 383.0
2458313.48851 13.955 0.002 5.49 541.0
2458316.56704 13.961 0.002 5.57 467.0
2458320.50468 13.964 0.002 5.85 521.0
2458320.63492 13.961 0.002 4.60 426.0
2458321.53782 13.961 0.002 5.20 622.0
2458329.52683 13.959 0.002 6.00 620.0
2458330.56315 13.955 0.002 5.03 699.0
2458331.54392 13.962 0.002 4.42 392.0
2458332.54459 13.959 0.002 5.31 478.0
2458334.56923 13.954 0.002 4.86 474.0
2458336.58898 13.958 0.002 5.78 374.0
2458340.56138 13.955 0.002 4.10 519.0
2458342.51037 13.961 0.002 4.74 408.0
2458345.55678 13.957 0.002 4.73 521.0
2458347.50779 13.955 0.002 4.55 391.0
2458348.57121 13.954 0.002 5.58 481.0
