2457792.87920 17.482 0.021 5.92 857.0
2457793.88598 17.463 0.018 4.53 1103.0
2457797.86261 17.442 0.021 5.63 965.0
2457799.85790 17.484 0.024 6.67 746.0
2457801.84517 17.522 0.026 6.84 878.0
2457802.89304 17.561 0.025 6.40 973.0
2457807.89212 17.459 0.014 4.48 542.0
2457809.85732 17.470 0.016 5.53 466.0
2457810.85328 17.458 0.014 4.54 473.0
2457812.90338 17.471 0.016 4.30 795.0
2457814.87320 17.475 0.014 4.27 451.0
2457815.90118 17.442 0.014 4.69 484.0
2457816.89137 17.467 0.015 5.34 422.0
2457817.88792 17.458 0.013 4.20 492.0
2457818.87403 17.418 0.012 4.25 454.0
2457819.85380 17.443 0.014 4.97 425.0
2457820.86325 17.471 0.014 4.48 488.0
2457821.86123 17.550 0.018 5.31 526.0
2457822.85688 17.485 0.016 5.17 583.0
2457823.84222 17.491 0.017 4.98 694.0
2457824.83823 17.525 0.020 5.48 717.0
2457825.82989 17.478 0.016 4.77 697.0
2457826.78833 17.452 0.022 6.13 832.0
2457826.87805 17.465 0.018 5.52 647.0
2457827.86503 17.495 0.016 5.07 545.0
2457828.83445 17.512 0.016 4.84 603.0
2457829.81185 17.508 0.021 5.83 767.0
2457830.82651 17.486 0.020 4.67 1124.0
2457830.90819 17.453 0.018 4.45 1090.0
2457835.86023 17.459 0.018 6.74 400.0
2457837.76467 17.504 0.016 5.75 380.0
2457838.83540 17.454 0.014 4.95 421.0
2457839.89849 17.558 0.013 4.29 339.0
2457841.78376 17.543 0.022 7.59 391.0
2457842.82372 17.508 0.015 5.49 378.0
2457843.86566 17.458 0.014 5.20 325.0
2457844.91180 17.495 0.017 6.45 386.0
2457846.77027 17.475 0.014 4.94 355.0
2457847.79604 17.454 0.014 4.98 390.0
2457848.82470 17.489 0.014 5.24 343.0
2457849.86419 17.475 0.011 3.82 351.0
2457850.89351 17.450 0.013 4.64 365.0
2457852.73760 17.464 0.023 7.28 590.0
2457854.72966 17.463 0.016 4.67 747.0
2457855.77539 17.450 0.014 4.06 676.0
2457856.80140 17.490 0.020 5.99 626.0
2457857.91453 17.519 0.024 5.74 1142.0
2457858.88982 17.507 0.017 5.28 537.0
2457862.68169 17.479 0.020 6.46 518.0
2457863.73345 17.489 0.016 5.74 417.0
2457864.71089 17.447 0.013 4.60 390.0
2457865.73094 17.441 0.014 5.02 416.0
2457866.74280 17.464 0.012 3.94 404.0
2457867.76195 17.450 0.011 3.63 362.0
2457868.84931 17.463 0.018 5.86 441.0
2457869.87080 17.482 0.012 3.74 404.0
2457870.89797 17.487 0.013 3.89 386.0
2457871.92465 17.426 0.014 4.30 500.0
2457873.66779 17.473 0.014 4.79 451.0
2457873.92607 17.491 0.014 4.26 465.0
2457874.89923 17.443 0.015 4.99 462.0
2457876.68543 17.461 0.016 5.16 562.0
2457877.66363 17.471 0.015 4.88 524.0
2457878.65492 17.469 0.016 4.92 671.0
2457879.67637 17.448 0.018 6.08 541.0
2457880.72068 17.479 0.017 5.47 513.0
2457881.81512 17.520 0.018 5.45 578.0
2457882.82313 17.460 0.016 4.93 605.0
2457890.72244 17.459 0.017 5.52 576.0
2457893.71630 17.484 0.018 6.25 444.0
2457894.61274 17.475 0.019 6.40 539.0
2457894.85945 17.477 0.014 4.53 437.0
