2457823.83429 19.874 0.193 4.23 133.0
2457829.83960 19.840 0.235 4.88 159.0
2457835.90178 20.371 0.264 5.17 73.0
2457839.76809 20.550 0.232 4.04 59.0
2457843.80406 20.383 0.275 5.37 59.0
2457846.80023 20.460 0.272 5.16 59.0
2457847.77696 20.523 0.288 4.81 65.0
2457851.90770 20.300 0.250 5.17 69.0
2457854.75737 19.956 0.227 4.76 134.0
2457855.74351 20.133 0.237 3.65 162.0
2457869.68189 20.464 0.280 5.08 67.0
2457870.73284 20.435 0.194 3.59 62.0
2457871.77874 20.775 0.278 3.68 75.0
2457872.84900 20.150 0.173 3.72 77.0
2457873.87548 20.325 0.234 4.07 84.0
2457874.87893 20.242 0.259 4.82 94.0
2457901.62822 19.943 0.231 6.06 78.0
2457904.74670 20.343 0.209 4.21 61.0
2457905.65886 20.334 0.209 3.91 71.0
2457906.86512 20.189 0.279 4.65 108.0
2457917.77539 20.043 0.244 4.69 120.0
2457923.62424 20.462 0.291 4.98 74.0
2457924.81182 20.192 0.260 5.07 94.0
2457925.78429 20.065 0.263 6.41 67.0
2458189.79912 20.480 0.290 4.43 85.0
2458190.90210 19.985 0.158 3.87 76.0
2458192.89675 20.494 0.220 3.62 70.0
2458307.67106 20.102 0.169 4.28 61.0
2458308.65736 20.554 0.259 4.28 57.0
2458309.67668 20.291 0.197 4.03 61.0
2458311.65994 20.168 0.197 4.67 62.0
2458312.66361 20.315 0.200 4.25 58.0
2458313.65411 20.394 0.194 3.71 59.0
2458314.65930 20.044 0.187 4.39 71.0
2459996.82763 19.924 0.248 5.68 428.0
2460004.80234 20.159 0.211 4.51 365.0
2460020.85569 20.184 0.201 4.61 304.0
2460023.75755 20.157 0.273 6.27 269.0
2460025.75423 20.252 0.243 4.92 303.0
2460029.74513 20.448 0.276 5.01 285.0
2460033.87789 20.551 0.283 4.63 306.0
2460036.75746 20.349 0.267 4.43 386.0
2460047.84458 20.173 0.216 4.22 437.0
2460050.71830 20.293 0.249 5.15 302.0
2460060.78151 20.256 0.194 4.24 310.0
2460062.82634 20.337 0.205 4.26 289.0
2460086.82384 20.208 0.259 5.36 312.0
2460092.62190 20.474 0.299 4.55 380.0
2460108.67939 20.405 0.276 5.46 257.0
2460139.63994 20.439 0.293 5.25 253.0
2460143.56845 20.249 0.232 4.57 346.0
2460160.51463 20.311 0.280 5.56 308.0
2460171.52724 20.557 0.249 4.45 249.0
2460379.83692 20.416 0.232 3.85 352.0
2460403.78671 20.341 0.238 4.64 289.0
2460405.73427 20.509 0.285 4.34 318.0
2460407.73171 20.423 0.275 4.86 343.0
2460412.77821 20.365 0.294 5.66 276.0
2460432.69544 20.210 0.279 5.20 412.0
2460435.88370 20.149 0.250 5.30 334.0
2460449.76345 20.225 0.265 5.48 346.0
2460459.64265 20.554 0.291 4.21 477.0
2460464.81492 20.418 0.274 4.84 329.0
2460473.58908 20.218 0.275 5.46 371.0
2460492.76790 20.136 0.215 4.84 304.0
2460497.82104 20.153 0.286 6.01 351.0
2460503.69773 20.326 0.297 5.75 69.0
2460532.59404 20.497 0.291 5.10 72.0
2460555.53013 20.313 0.207 3.99 300.0
2460714.86765 19.961 0.233 5.94 334.0
2460720.86278 19.747 0.235 5.64 572.0
2460732.81770 19.913 0.236 6.46 332.0
2460735.81073 19.532 0.210 6.92 401.0
2460737.87452 19.634 0.138 4.71 353.0
2460740.80907 19.491 0.117 5.15 263.0
2460742.80599 19.468 0.130 5.37 326.0
2460744.79768 19.219 0.111 4.87 404.0
2460746.87375 19.055 0.081 4.14 396.0
2460748.88921 18.962 0.097 4.76 579.0
2460751.77776 18.645 0.075 4.76 552.0
2460759.76048 17.750 0.039 6.50 374.0
2460761.75824 17.985 0.046 6.60 311.0
2460762.91068 18.194 0.040 4.42 360.0
2460764.91372 18.537 0.063 4.31 495.0
2460767.73506 18.784 0.080 5.58 338.0
2460769.72146 18.958 0.086 4.73 411.0
2460771.72144 19.148 0.137 7.26 309.0
2460773.70904 19.196 0.125 5.61 446.0
2460774.73721 19.500 0.182 6.45 377.0
2460777.71214 19.444 0.189 5.74 646.0
2460778.88917 19.392 0.157 4.84 690.0
2460786.79216 19.781 0.196 5.47 386.0
2460788.68954 19.908 0.213 5.82 301.0
2460789.69419 19.819 0.176 6.30 266.0
2460790.83087 20.057 0.163 4.46 262.0
2460792.69781 20.114 0.244 5.49 345.0
2460793.81422 19.968 0.174 4.93 302.0
2460797.87731 19.998 0.210 4.79 455.0
2460800.65552 20.157 0.296 6.22 324.0
2460801.75429 20.202 0.243 5.32 308.0
2460814.69699 20.123 0.244 4.95 431.0
2460815.84573 20.217 0.220 4.37 340.0
2460817.60665 20.384 0.268 5.24 295.0
2460818.64986 20.267 0.214 4.75 254.0
2460819.63603 20.236 0.252 4.82 362.0
2460820.77736 20.394 0.283 4.57 353.0
2460827.62384 20.278 0.218 4.57 326.0
2460828.69198 20.585 0.261 4.65 250.0
2460846.76182 20.198 0.261 4.96 341.0
2460854.74073 20.334 0.260 5.29 252.0
2460857.66359 20.202 0.235 5.16 287.0
2460859.48710 20.264 0.232 4.52 357.0
2460870.66312 20.377 0.277 5.11 302.0
2460872.66228 20.191 0.229 5.16 263.0
2460875.48973 20.296 0.261 4.91 379.0
2460876.58614 20.437 0.246 5.24 242.0
2460878.62331 20.245 0.184 4.47 250.0
2460881.66220 20.450 0.293 5.17 279.0
2460884.64684 19.971 0.183 5.20 260.0
2460908.49786 20.159 0.295 6.11 371.0
